origins,ELPD_centered_sum,ELPD_raw_sum,ELPD_diff_sum,ELPD_diff_mean,ELPD_diff_sd,n_centered_wins,n_raw_wins,n_ties
104,1589.7623230608851,1589.3957190870528,0.3666039738321478,0.0035250382099244982,0.030687584754120128,59,45,0
