origins,ELPD_centered_sum,ELPD_raw_sum,ELPD_diff_sum,ELPD_diff_mean,ELPD_diff_sd,n_centered_wins,n_raw_wins,n_ties
104,1593.900707433811,1593.7850384183434,0.11566901546761965,0.001112202071804035,0.03985513669713867,59,45,0
