model,origins,total_divergences,n_origins_with_div,mean_div_per_origin,total_treedepth_hits,mean_max_rhat,max_max_rhat,mean_min_ess,min_min_ess
Centered MA,104,11,11,0.10576923076923077,0,1.0090369158416195,1.0254826412145905,304.5565675844702,144.97620877720578
Raw MA,104,33,23,0.3173076923076923,0,1.0086668990055514,1.0244731252928754,319.77024040923044,141.98864621031743
