origins,ELPD_centered_sum,ELPD_raw_sum,ELPD_diff_sum,ELPD_diff_mean,ELPD_diff_sd,n_centered_wins,n_raw_wins,n_ties
104,1592.4329539126493,1592.3357337694601,0.09722014318913441,9.348090691262925e-4,0.02815848838736917,61,43,0
