origins,ELPD_centered_sum,ELPD_raw_sum,ELPD_diff_sum,ELPD_diff_mean,ELPD_diff_sd,n_centered_wins,n_raw_wins,n_ties
104,1592.5710032948748,1592.3389334188773,0.2320698759975417,0.002231441115360978,0.046762820544465976,60,44,0
