date,cash,securities,loans,other
2017-01-04,0.14234882696271187,0.20667109033449946,0.5458739241971223,0.10510615850566629
2017-01-11,0.14108798419886082,0.2069413877673889,0.5485698803972562,0.1034007476364941
2017-01-18,0.14384242510156733,0.2065426302060669,0.5467704608804848,0.10284448381188105
2017-01-25,0.14343875695440456,0.20723901704956266,0.5472887052641642,0.10203352073186855
2017-02-01,0.14617082552007693,0.20642684476790535,0.5463327088024835,0.1010696209095342
2017-02-08,0.14624000084565555,0.20678937348920176,0.5459362993320945,0.1010343263330481
2017-02-15,0.14527995921592698,0.2074553842311709,0.5464009591622272,0.10086369739067491
2017-02-22,0.14501718894033547,0.20763119971563562,0.5456446678617961,0.10170694348223286
2017-03-01,0.14714764517984935,0.20706829709753033,0.5444107449154748,0.10137331280714557
2017-03-08,0.1474659106918996,0.20742230198281705,0.5437929154823661,0.10131887184291721
2017-03-15,0.1484406204513404,0.20719582489462252,0.5433434131430847,0.1010201415109524
2017-03-22,0.1486419066955365,0.20786980566224145,0.5441238725904238,0.09936441505179827
2017-03-29,0.14784500312248589,0.2075614287602135,0.5450325955042294,0.09956097261307129
2017-04-05,0.14756091395657794,0.2076811475185459,0.5440205541831559,0.1007373843417203
2017-04-12,0.14706341587092434,0.20770139463683782,0.5444530756853934,0.10078211380684454
2017-04-19,0.14627907627368802,0.20672036766701224,0.5441838527113501,0.10281670334794968
2017-04-26,0.14550789044921722,0.20630200784283378,0.5449475009660597,0.10324260074188929
2017-05-03,0.14501688155425727,0.20674469362788706,0.546103226310464,0.10213519850739161
2017-05-10,0.14346455109662953,0.20756489697000347,0.547133651979693,0.10183689995367406
2017-05-17,0.14498915957225705,0.20748526199536463,0.5450740935514848,0.1024514848808935
2017-05-24,0.14237722527528845,0.2075338817595749,0.5455077544383927,0.104581138526744
2017-05-31,0.1393087561617117,0.2083281864839644,0.5470555268459242,0.1053075305083998
2017-06-07,0.1433942737447037,0.2071158146428622,0.545988603625413,0.10350130798702106
2017-06-14,0.14084143824887008,0.2078837604111132,0.5473557908087306,0.10391901053128617
2017-06-21,0.14223687738201649,0.20700955417159386,0.5478377298032462,0.10291583864314346
2017-06-28,0.14169427208046614,0.2070069014880688,0.5482965990283931,0.10300222740307197
2017-07-05,0.1438322488463693,0.20660946441027694,0.5479791769300081,0.10157910981334572
2017-07-12,0.14419141307968233,0.20638410209741606,0.5469598017451214,0.10246468307778023
2017-07-19,0.145714987475459,0.20600104007785844,0.54605313204041,0.10223084040627262
2017-07-26,0.1466918998878425,0.205060293241994,0.5442729349471648,0.1039748719229987
2017-08-02,0.1457189570480257,0.2051744174833363,0.5444461451461969,0.10466048032244102
2017-08-09,0.14745051573828286,0.204784755149535,0.5448450894496286,0.10291963966255357
2017-08-16,0.14999157183402548,0.20424183550845784,0.5429467231919224,0.1028198694655943
2017-08-23,0.14684201647477546,0.20503797306641464,0.5441917452044039,0.1039282652544059
2017-08-30,0.14895476887049217,0.20405196598916256,0.5429974835000987,0.10399578164024659
2017-09-06,0.14739393127683634,0.20422374834064436,0.543868956683547,0.10451336369897235
2017-09-13,0.14838036717310862,0.20375243759317754,0.5428932647553864,0.10497393047832748
2017-09-20,0.14539754678796493,0.20484336890398633,0.545307127579661,0.1044519567283877
2017-09-27,0.14532587627982674,0.20490665996387855,0.5452944720876636,0.10447299166863111
2017-10-04,0.14728718357435666,0.2043680107780288,0.5447866735033319,0.10355813214428267
2017-10-11,0.14449452294906873,0.20506053936258323,0.5465755894832047,0.10386934820514337
2017-10-18,0.14625434447890218,0.20416470503734377,0.5451567110252648,0.10442423945848933
2017-10-25,0.14569172598905245,0.20395236678888173,0.5456638785134823,0.10469202870858352
2017-11-01,0.14624823249899502,0.2036394095773838,0.5450980819799627,0.10501427594365853
2017-11-08,0.1448548249487711,0.20347619281046966,0.545399148380148,0.10626983386061117
2017-11-15,0.1468769405093624,0.2035541786210036,0.5446529655072484,0.10491591536238565
2017-11-22,0.1462790400188867,0.20370435080813745,0.5450189904917498,0.10499761868122603
2017-11-29,0.1444109162954073,0.20544713946640203,0.5450855720259705,0.1050563722122202
2017-12-06,0.14593399488803704,0.20526818053365117,0.5435151093720085,0.10528271520630328
2017-12-13,0.14395284533639696,0.20519717990858033,0.5433481125799791,0.10750186217504365
2017-12-20,0.14402589281388212,0.20526461071631621,0.5445811752227248,0.10612832124707694
2017-12-27,0.14514761001528814,0.20550665104184052,0.5443323278670903,0.105013411075781
2018-01-03,0.14604184694764213,0.20513760145337964,0.5445002566467494,0.10432029495222883
2018-01-10,0.14289547631992103,0.20536742129646224,0.5468638207477223,0.1048732816358945
2018-01-17,0.14300728795093473,0.20467840356188016,0.5464472949636016,0.10586701352358352
2018-01-24,0.141265493955248,0.2048546626602475,0.5466969086376614,0.10718293474684315
2018-01-31,0.14087235865780023,0.2050658617067229,0.5483511415636841,0.10571063807179283
2018-02-07,0.14069403478258752,0.20431806215060347,0.5495014242471938,0.10548647881961515
2018-02-14,0.14048365537229512,0.2042969185510424,0.548198109826443,0.10702131625021949
2018-02-21,0.13950062183300493,0.20445495273444547,0.5503736995164604,0.10567072591608917
2018-02-28,0.13818518632864,0.20432159846290998,0.550686925686312,0.10680628952213811
2018-03-07,0.13800692136215048,0.20421720596679377,0.5515791252617329,0.10619674740932294
2018-03-14,0.13497136656409123,0.20477300198030465,0.5522032498618222,0.10805238159378196
2018-03-21,0.13276158123756168,0.20483126001810031,0.55394858513549,0.10845857360884814
2018-03-28,0.13335645619644196,0.20389907883540048,0.554989318377041,0.10775514659111651
2018-04-04,0.13160807308680195,0.20342939228335466,0.557449423863792,0.10751311076605141
2018-04-11,0.13044584437418352,0.20324111661552624,0.558618527550891,0.10769451145939923
2018-04-18,0.13245493856109436,0.20276776142945327,0.5572015218646413,0.10757577814481113
2018-04-25,0.13305909279034203,0.2021031784359324,0.5578721461937658,0.1069655825799598
2018-05-02,0.13116157882593885,0.2015177462529224,0.5569823881623216,0.11033828675881718
2018-05-09,0.13187650152401567,0.20157020740817994,0.5559021579023469,0.1106511331654576
2018-05-16,0.13008412330115732,0.2022463584348722,0.5562913952494495,0.11137812301452099
2018-05-23,0.13113313904383503,0.2028426064857845,0.5551589419275487,0.11086531254283183
2018-05-30,0.13011674789833352,0.20311829421384317,0.5555657554690656,0.11119920241875769
2018-06-06,0.12955240729676426,0.20322044206975806,0.5572561640032383,0.10997098663023941
2018-06-13,0.130754046079952,0.20396479105449514,0.5567912323084336,0.10848993055711932
2018-06-20,0.1281044750040372,0.2043992018797845,0.5594015670973371,0.10809475601884122
2018-06-27,0.1294827027004861,0.20440572387891245,0.5580420564998991,0.10806951692070232
2018-07-04,0.13013034971921777,0.2037526229375963,0.5568973390280373,0.10921968831514861
2018-07-11,0.12812376783181975,0.2048942740337737,0.5592598645406716,0.10772209359373497
2018-07-18,0.1282686607246143,0.20447248178696162,0.5585794572052972,0.10867940028312684
2018-07-25,0.12801791668633805,0.2047215009277796,0.5590905173652863,0.10817006502059612
2018-08-01,0.12824223614910246,0.20395836586715332,0.5602422397321771,0.10755715825156709
2018-08-08,0.12661703265907684,0.20493216807112882,0.5608350659284925,0.10761573334130181
2018-08-15,0.12390520277130761,0.20488646046651204,0.5602373102052566,0.11097102655692381
2018-08-22,0.12364939908937046,0.2048794605371198,0.5611430844942944,0.11032805587921535
2018-08-29,0.12417335760269937,0.20472437720066686,0.562355314711354,0.10874695048527983
2018-09-05,0.12405882980824734,0.2043751329098409,0.5629955027965013,0.10857053448541043
2018-09-12,0.12313235768960532,0.20491784272467564,0.5633934714624418,0.10855632812327731
2018-09-19,0.12212983576354462,0.20508748904086407,0.5636922153564623,0.10909045983912902
2018-09-26,0.12435555565937617,0.2042406007535413,0.5624811163874355,0.10892272719964702
2018-10-03,0.12356158312019168,0.20342810448182827,0.5618928406504236,0.11111747174755648
2018-10-10,0.12324058589414014,0.20358121268542556,0.5627248058660272,0.11045339555440714
2018-10-17,0.12188159873878325,0.2037658142243856,0.5635324965966496,0.1108200904401816
2018-10-24,0.12219614901505334,0.20406071431029293,0.5627564350979846,0.11098670157666925
2018-10-31,0.11901618790057877,0.20316280276443086,0.5639842696203827,0.11383673971460774
2018-11-07,0.12066780751615924,0.2035519055776473,0.5647961554641475,0.110984131442046
2018-11-14,0.11854393342376311,0.2041806580368543,0.5643767315821289,0.11289867695725375
2018-11-21,0.11646161149471823,0.2050391320877769,0.5662373952883355,0.11226186112916936
2018-11-28,0.11655658003170104,0.20490143261149688,0.5652623169264701,0.11327967043033205
2018-12-05,0.11300221385311868,0.20475331198834879,0.5647836838419344,0.11746079031659806
2018-12-12,0.11273998013991103,0.2060266510439406,0.565221212722388,0.11601215609376037
2018-12-19,0.11095403768806879,0.20743504979788663,0.5656170701128864,0.11599384240115818
2018-12-26,0.11399549044332308,0.20637060398751378,0.5636284658522756,0.11600543971688759
2019-01-02,0.1130464304608131,0.20678035559729022,0.5641216655294405,0.11605154841245613
2019-01-09,0.11146347075818398,0.20808532800257343,0.5666082087329649,0.11384299250627772
2019-01-16,0.10856526206607835,0.20920509431931503,0.5682118758485875,0.11401776776601924
2019-01-23,0.110213950625234,0.20861915466858577,0.5688231407433415,0.11234375396283869
2019-01-30,0.10922873379278983,0.20767688652396013,0.5669471455065572,0.11614723417669282
2019-02-06,0.10956281448600581,0.2077513150043369,0.5670339272034329,0.1156519433062243
2019-02-13,0.10629584057612348,0.2083255385423438,0.5669033471379239,0.1184752737436089
2019-02-20,0.10635389869188136,0.20849823824048175,0.5686112167959592,0.11653664627167783
2019-02-27,0.10809621881487443,0.2080616874492139,0.5672653887917585,0.11657670494415318
2019-03-06,0.1080485757809777,0.20810723775328124,0.5672998484738454,0.11654433799189567
2019-03-13,0.10588753805009861,0.20918624078047737,0.566892528976671,0.11803369219275306
2019-03-20,0.10306812758789312,0.20878314148817054,0.5678906745802664,0.12025805634366993
2019-03-27,0.10323105797431985,0.20843050555607168,0.5656942827638886,0.1226441537057199
2019-04-03,0.10290801506702196,0.20876960073739365,0.5660302579010826,0.1222921262945017
2019-04-10,0.10210740081565092,0.2101745326080441,0.566615706766722,0.12110235980958295
2019-04-17,0.09972351919811419,0.21146437822607392,0.5683602918514281,0.12045181072438382
2019-04-24,0.09967658629224072,0.21205828437138824,0.5679610723183539,0.12030405701801716
2019-05-01,0.09873561155228675,0.21119894596310418,0.5686498640996474,0.12141557838496175
2019-05-08,0.10017037261265271,0.2114485763276201,0.5673218746929236,0.12105917636680363
2019-05-15,0.10059968297551848,0.21087068251451727,0.5661585544497915,0.12237108006017283
2019-05-22,0.09813390209220221,0.2117768371547985,0.5696114821466437,0.12047777860635567
2019-05-29,0.09869422050852986,0.2114211401726354,0.5688374085941437,0.12104723072469104
2019-06-05,0.09830316919038445,0.21118752490568143,0.5665392901717127,0.12397001573222155
2019-06-12,0.09934711876301197,0.21088831119195353,0.5658648430643161,0.1238997269807185
2019-06-19,0.09679303830600805,0.21217063932353428,0.566881510234754,0.1241548121357038
2019-06-26,0.0985494533964592,0.21205227305079744,0.5669591623273069,0.12243911122543649
2019-07-03,0.09708517282386721,0.21220122367357722,0.5656248354888651,0.1250887680136905
2019-07-10,0.09688866585852374,0.2126080088771744,0.5666460476216615,0.12385727764264032
2019-07-17,0.09676939210485168,0.212014812702298,0.5658992070474532,0.12531658814539715
2019-07-24,0.09748033784389892,0.21279965124977043,0.5663819150713479,0.12333809583498279
2019-07-31,0.0968251338153048,0.21278967892689074,0.567200738873043,0.1231844483847615
2019-08-07,0.09748502486052336,0.21129639322843238,0.5634920401078406,0.12772654180320364
2019-08-14,0.09639420239640065,0.2126995605963751,0.564874205472186,0.12603203153503828
2019-08-21,0.09565998190067959,0.2139099141549961,0.5670335165735062,0.12339658737081816
2019-08-28,0.09625141544087881,0.21474308931183778,0.5653436845661836,0.12366181068109994
2019-09-04,0.09301496538358622,0.21547228822315762,0.5655087270347973,0.12600401935845895
2019-09-11,0.09102585695064769,0.21711814498732998,0.566402386213422,0.12545361184860038
2019-09-18,0.09108127677588969,0.21862964168407242,0.5682105695309313,0.12207851200910658
2019-09-25,0.09434836558211435,0.21768981995710557,0.5668853689148893,0.12107644554589081
2019-10-02,0.09736072199119118,0.21668267449232853,0.5641143222808821,0.12184228123559826
2019-10-09,0.09663694095873789,0.21634992843484932,0.5642525847414797,0.12276054586493312
2019-10-16,0.09498283274089128,0.2158647212111186,0.5654158264801888,0.12373661956780124
2019-10-23,0.09461526715160122,0.21658849969774915,0.5663701672684187,0.12242606588223093
2019-10-30,0.09625025301470705,0.21656075511116746,0.5676941884140712,0.11949480346005437
2019-11-06,0.09673501745427353,0.21608506117631468,0.5661818454613959,0.12099807590801592
2019-11-13,0.09708772245785344,0.21738940244927132,0.5654717223744351,0.12005115271844014
2019-11-20,0.09551014834803295,0.21762461810983122,0.5671581654717753,0.11970706807036047
2019-11-27,0.09704101285250677,0.21731878224525739,0.566788179486402,0.11885202541583384
2019-12-04,0.0978015154837368,0.21744966072041472,0.5655542764550731,0.11919454734077539
2019-12-11,0.099668835308956,0.21667175208049896,0.5649782614658871,0.11868115114465794
2019-12-18,0.10034115664669369,0.21522801547137846,0.5644845476458039,0.11994628023612397
2019-12-25,0.10008203426043473,0.21558878580295152,0.5649070954369666,0.1194220844996472
2020-01-01,0.09878028358989141,0.21579575953773933,0.5665521549864436,0.11887180188592561
2020-01-08,0.10004181036037765,0.21442614085526818,0.5647694875931671,0.120762561191187
2020-01-15,0.1011080152072854,0.21540250741428071,0.5636770111480105,0.11981246623042341
2020-01-22,0.10015718314551085,0.21590102577125786,0.5656987809515808,0.1182430101316505
2020-01-29,0.10025384922553705,0.21555835742074597,0.5638420084827728,0.12034578487094427
2020-02-05,0.09993178875381989,0.2157990497471636,0.5639674302080888,0.1203017312909277
2020-02-12,0.0999461365798859,0.2154865742765537,0.5644479587769375,0.12011933036662294
2020-02-19,0.099172095455161,0.21552363689937395,0.5624806838879289,0.1228235837575361
2020-02-26,0.09745089869635762,0.21705070399992676,0.562829628680512,0.12266876862320364
2020-03-04,0.09795451848691795,0.21787398866683408,0.5569862149505541,0.1271852778956939
2020-03-11,0.09819922097641612,0.21768959463677187,0.5556057668092177,0.12850541757759437
2020-03-18,0.10573546648003063,0.21316042865850351,0.556065148147028,0.12503895671443788
2020-03-25,0.12645107229674593,0.2085308489172197,0.5496929657744245,0.11532511301160986
2020-04-01,0.1368363785942839,0.2045591663740642,0.5465495331092928,0.11205492192235911
2020-04-08,0.13736527444404745,0.2037476281550149,0.5481618418259057,0.11072525557503199
2020-04-15,0.15326112694914362,0.1992839888774387,0.5390225735841676,0.10843231058925007
2020-04-22,0.1595359136793988,0.19797509265358276,0.5365600472592793,0.10592894640773909
2020-04-29,0.1624222992950647,0.1976455427761108,0.5334795378266529,0.1064526201021716
2020-05-06,0.15984188414568704,0.1977787052203089,0.5356505541104765,0.1067288565235276
2020-05-13,0.16165009363953123,0.19733884447465058,0.535911406616861,0.10509965526895726
2020-05-20,0.164423476158913,0.19859176175761187,0.534031952447194,0.10295280963628117
2020-05-27,0.16375192797919477,0.19957907497193406,0.5344523069005581,0.10221669014831303
2020-06-03,0.15955177623261105,0.20267536566008723,0.5340680992493486,0.10370475885795317
2020-06-10,0.15513209888717933,0.2044785472450197,0.5328265942952928,0.10756275957250816
2020-06-17,0.15358075438424584,0.2071949490922879,0.5310205026674067,0.1082037938560596
2020-06-24,0.15116624198429338,0.20909044079686168,0.5302668025928977,0.10947651462594733
2020-07-01,0.1475098188279716,0.21121253286507205,0.5284558097749203,0.11282183853203609
2020-07-08,0.14205974775524435,0.21255745085739974,0.5293726975769082,0.11601010381044774
2020-07-15,0.1379868170956587,0.2146242927923914,0.5295294042763217,0.11785948583562833
2020-07-22,0.13582848521409682,0.21643525037425412,0.5314897797164446,0.11624648469520438
2020-07-29,0.13865869243414342,0.2169852134366446,0.5297768580815355,0.1145792360476765
2020-08-05,0.1400251151777259,0.2179800832436972,0.5288053355943779,0.11318946598419899
2020-08-12,0.14250224303261505,0.21690926212030442,0.5282109452000849,0.11237754964699564
2020-08-19,0.14342482710163215,0.21815437303444746,0.5264638808982746,0.11195691896564586
2020-08-26,0.14564825664278447,0.21908008105688237,0.5257309157258278,0.10954074657450541
2020-09-02,0.1443665814569699,0.2214867037881047,0.5244855426108731,0.10966117214405224
2020-09-09,0.14390405171667764,0.22143176721029106,0.5235246429601488,0.11113953811288257
2020-09-16,0.1455787036880014,0.2205183390434068,0.5205064413686384,0.11339651589995337
2020-09-23,0.1471588064823672,0.2211621891282694,0.520090363053714,0.11158864133564939
2020-09-30,0.14446497990968782,0.22320935284236124,0.5224883533488995,0.10983731389905149
2020-10-07,0.1455431396803497,0.22331725906542707,0.5194331865127316,0.11170641474149157
2020-10-14,0.14773425796875542,0.22371842841309356,0.5170136574317594,0.11153365618639166
2020-10-21,0.15034459051262794,0.22410803625672643,0.5166770955552796,0.10887027767536595
2020-10-28,0.1498920800499601,0.2254654988052007,0.5152265263323715,0.10941589481246773
2020-11-04,0.15034615243386368,0.22758467956726908,0.513743431246539,0.10832573675232826
2020-11-11,0.14852640458829358,0.227741821605491,0.515359784024808,0.10837198978140739
2020-11-18,0.15027996729538542,0.2294115815957817,0.5128188422569203,0.10748960885191261
2020-11-25,0.15320341215556407,0.2290375720447869,0.5090865825480814,0.10867243325156761
2020-12-02,0.15093605422319809,0.23087737736171865,0.5096650352827955,0.10852153313228774
2020-12-09,0.14983202003440677,0.2304238232866741,0.508682372596334,0.11106178408258516
2020-12-16,0.15137925418886572,0.23039746139637776,0.5069081933318578,0.11131509108289883
2020-12-23,0.15496425989638427,0.22999454768055025,0.5056058780216568,0.10943531440140876
2020-12-30,0.15804212546979726,0.22981366341661774,0.5036576035142003,0.10848660759938478
2021-01-06,0.15366354811605418,0.2310982827754412,0.5039936917790078,0.11124447732949683
2021-01-13,0.1533117784165437,0.231641676511088,0.5040689434098785,0.11097760166248982
2021-01-20,0.15592634002767755,0.23230795092923553,0.5032507592536553,0.10851494978943166
2021-01-27,0.158799644450684,0.23345201919607544,0.5023171401512724,0.10543119620196817
2021-02-03,0.15777889623755328,0.23431181080167462,0.5024889129578712,0.10542038000290088
2021-02-10,0.1590498479840881,0.2335797513524825,0.5011751146355287,0.10619528602790085
2021-02-17,0.16431025742290875,0.23355134005760272,0.49973706199661105,0.10240134052287753
2021-02-24,0.16260844788775702,0.23483293488882503,0.5005352957271507,0.10202332149626725
2021-03-03,0.16661765861291442,0.236466844922125,0.4995789916843262,0.09733650478063438
2021-03-10,0.16682972717510655,0.23673658472061462,0.4985270467889932,0.09790664131528559
2021-03-17,0.17333659458669273,0.23718619917957953,0.49350257538540837,0.09597463084831942
2021-03-24,0.17255809338625416,0.23786036302391086,0.4929298518327199,0.09665169175711502
2021-03-31,0.1692788121555899,0.23867060444624882,0.4941176726852895,0.0979329107128718
2021-04-07,0.1751776226429014,0.23692700040338893,0.4892200095054498,0.09867536744825983
2021-04-14,0.17812884091214995,0.23824128670960132,0.48652908695163544,0.09710078542661327
2021-04-21,0.17901031668376086,0.23872104716544343,0.48478111736804647,0.09748751878274925
2021-04-28,0.18345764780119125,0.23820043682558048,0.4822051065776968,0.09613680879553155
2021-05-05,0.18352208571101641,0.23975988553180982,0.4817900176871146,0.0949280110700591
2021-05-12,0.182147890365568,0.24013306186860092,0.48234937597733535,0.0953696717884957
2021-05-19,0.1779219682887146,0.2420946547273099,0.4840526800722306,0.09593069691174488
2021-05-26,0.1770654548229151,0.24288561519984816,0.48356698076027277,0.09648194921696397
2021-06-02,0.1768371656979244,0.24404841575287725,0.48324536540803853,0.09586905314115979
2021-06-09,0.17675754317338752,0.2435387723363937,0.4820427776167288,0.09766090687349
2021-06-16,0.1785215362502641,0.24442433504925387,0.4808667439925015,0.0961873847079805
2021-06-23,0.17801556832581397,0.24449717259893766,0.4804063849592138,0.09708087411603455
2021-06-30,0.17011365630015315,0.24755067529945554,0.48600198232716973,0.09633368607322157
2021-07-07,0.17923746218767805,0.24553631410854404,0.48106275928971015,0.09416346441406781
2021-07-14,0.18126204524268413,0.24453346348415914,0.47860529720351636,0.0955991940696404
2021-07-21,0.18397186833763762,0.2430264270701668,0.4772682218750765,0.09573348271711907
2021-07-28,0.18403927642732798,0.24354087753412057,0.4776855994499368,0.09473424658861462
2021-08-04,0.18412155361491814,0.24352888557022875,0.47634554198062534,0.09600401883422777
2021-08-11,0.18491289754815143,0.243326942056205,0.47672254407589054,0.09503761631975305
2021-08-18,0.18751220688061143,0.24317479953517954,0.4739027652175212,0.09541022836668783
2021-08-25,0.18739401048510448,0.24342911285072186,0.4741496672214288,0.09502720944274479
2021-09-01,0.18810535096191186,0.24421302239814496,0.4728868679173045,0.09479475872263865
2021-09-08,0.1862810260416218,0.24426370175457815,0.4734992544221638,0.09595601778163632
2021-09-15,0.1887546314988718,0.24417351021852846,0.4716196291076087,0.09545222917499108
2021-09-22,0.18870316436012902,0.24492796256693336,0.4710642477064991,0.09530462536643852
2021-09-29,0.18844141408694454,0.24662146239214505,0.4715300401741214,0.09340708334678899
2021-10-06,0.1873207656644125,0.24720908705938674,0.4699405633464161,0.09552958392978472
2021-10-13,0.18672683195273998,0.24774427661140158,0.47030983989283903,0.09521905154301946
2021-10-20,0.18421718510486365,0.24898875074189947,0.46997684793827527,0.0968172162149617
2021-10-27,0.18435965608218904,0.24914547673178747,0.47021389802430463,0.09628096916171885
2021-11-03,0.18492768288325576,0.24994555540708707,0.47002587870686063,0.09510088300279651
2021-11-10,0.18317091320940415,0.24989329518006975,0.47010354585409847,0.09683224575642763
2021-11-17,0.1820155520587571,0.25019168543172393,0.4704712961549659,0.09732146635455302
2021-11-24,0.18101533510308224,0.250908975418487,0.4709148104810762,0.0971608789973546
2021-12-01,0.18435090937853063,0.2500272899272589,0.4699086723034641,0.0957131283907463
2021-12-08,0.18080340995804667,0.25008940691476766,0.4719938678176156,0.09711331530957014
2021-12-15,0.1800674712054469,0.2520472089842197,0.47415002412733,0.09373529568300354
2021-12-22,0.17890363073150997,0.25256289303085133,0.47456966240751036,0.09396381383012836
2021-12-29,0.17871118825390972,0.2526260294882896,0.47570448746295935,0.0929582947948413
